participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal
aritra,TheFaultInOurStars_037.mp4,2025-11-06 08:41:14.303,80.6,-2,91,"[77, 77, 78, 80, 82, 82, 83, 85, 87, 88, 91, 89, 83, 79, 78, 76, 73, 74, 75, 75]",3,3
sayantankuila,TheFaultInOurStars_037.mp4,2025-11-21 13:12:40.479,90.09,6,98,"[85, 84, 85, 86, 84, 83, 83, 84, 89, 94, 96, 98, 97, 98, 95, 90, 88, 86, 93, 96, 94, 93, 91]",3,2
ajaycc17,TheFaultInOurStars_037.mp4,2025-12-09 13:22:35.620,103.68,3,107,"[102, 103, 104, 104, 105, 106, 106, 107, 106, 105, 104, 103, 102, 100, 99, 102, 103, 104, 105]",2,2
debjit2001,TheFaultInOurStars_038.mp4,2025-10-15 16:40:59.619,76.65,0,83,"[77, 79, 81, 83, 81, 78, 77, 79, 81, 80, 75, 70, 69, 72, 74, 75, 74, 75, 76, 77]",5,3
aritra,TheFaultInOurStars_038.mp4,2025-10-28 15:25:45.311,75.78,1,79,"[74, 75, 77, 78, 77, 78, 79, 76, 73, 72, 73, 74, 76, 79, 77, 75, 76, 75]",4,2
sayantankuila,TheFaultInOurStars_038.mp4,2025-11-21 12:47:24.963,90.38,1,92,"[90, 89, 89, 90, 91, 91, 90, 90, 90, 90, 89, 90, 92, 92, 92, 91]",4,4
Nishant,TheFaultInOurStars_039.mp4,2025-10-17 09:27:06.849,82.25,2,88,"[79, 80, 86, 88, 84, 81, 80, 84, 82, 81, 84, 82, 81, 81, 82, 81]",3,4
debjit2001,TheFaultInOurStars_039.mp4,2025-10-22 07:14:59.230,68.05,0,73,"[64, 64, 65, 68, 71, 73, 72, 70, 69, 65, 69, 71, 72, 71, 69, 66, 65, 66, 67, 69, 67, 64]",5,3
aritra,TheFaultInOurStars_039.mp4,2025-11-06 08:41:58.631,78.36,-11,91,"[85, 87, 88, 91, 89, 83, 79, 78, 76, 73, 74, 75, 75, 73, 76, 77, 76, 75, 74, 73, 73, 74]",4,2
sayantankuila,TheFaultInOurStars_039.mp4,2025-11-21 13:05:47.485,88.29,2,90,"[87, 88, 89, 90, 89, 88, 87, 88, 88, 88, 89, 88, 88, 89]",3,3
ajaycc17,TheFaultInOurStars_039.mp4,2025-12-25 12:57:25.737,93.89,1,98,"[95, 92, 95, 94, 93, 94, 92, 91, 92, 95, 98, 96, 93, 92, 93, 94, 95, 96]",5,3
Nishant,TheFaultInOurStars_040.mp4,2025-10-17 08:30:35.986,81.12,-1,83,"[82, 83, 82, 81, 81, 82, 83, 83, 82, 79, 78, 80, 81, 82, 80, 79, 81]",4,3
debjit2001,TheFaultInOurStars_040.mp4,2025-10-23 15:22:30.459,66.1,-7,69,"[69, 69, 68, 68, 67, 67, 66, 65, 66, 65, 66, 67, 65, 67, 66, 65, 66, 65, 63, 62]",5,3
aritra,TheFaultInOurStars_040.mp4,2025-11-06 09:03:55.039,76.3,-7,82,"[80, 80, 79, 77, 75, 73, 73, 72, 72, 74, 80, 82, 82, 82, 79, 75, 71, 73, 74, 73]",5,2
sayantankuila,TheFaultInOurStars_040.mp4,2025-11-21 13:32:41.196,93.23,-4,95,"[95, 94, 95, 95, 95, 95, 94, 93, 90, 91, 92, 92, 91]",5,5
ajaycc17,TheFaultInOurStars_040.mp4,2025-12-09 14:25:07.160,96.52,3,103,"[96, 95, 94, 95, 93, 92, 91, 91, 93, 95, 99, 101, 98, 96, 97, 98, 99, 100, 102, 103, 99]",5,5
debjit2001,TheFaultInOurStars_041.mp4,2025-10-15 16:48:30.558,73.62,-7,79,"[78, 79, 77, 74, 73, 72, 71, 73, 72, 71, 70, 70, 72, 78, 76, 75, 74, 74, 74, 72, 71]",5,4
Nishant,TheFaultInOurStars_041.mp4,2025-10-17 10:11:10.219,81.32,2,84,"[81, 80, 79, 80, 81, 84, 83, 81, 80, 82, 83, 82, 80, 82, 81, 82, 81, 80, 83]",2,3
pranjal123,TheFaultInOurStars_041.mp4,2025-10-29 11:14:53.061,75.53,1,77,"[74, 74, 75, 76, 76, 76, 75, 75, 76, 76, 77, 76, 76, 76, 75]",5,5
aritra,TheFaultInOurStars_041.mp4,2025-11-06 08:40:23.640,80.56,14,91,"[77, 76, 75, 77, 79, 79, 77, 77, 77, 78, 80, 82, 82, 83, 85, 87, 88, 91]",5,3
sayantankuila,TheFaultInOurStars_041.mp4,2025-11-21 12:53:28.869,92.59,-1,97,"[92, 94, 97, 92, 91, 90, 89, 90, 92, 93, 94, 94, 93, 93, 94, 95, 91]",4,5
ajaycc17,TheFaultInOurStars_041.mp4,2025-12-25 13:21:46.314,98.71,-1,102,"[98, 99, 100, 102, 99, 100, 101, 100, 99, 98, 97, 96, 97, 98, 99, 98, 97]",5,2
debjit2001,TheFaultInOurStars_042.mp4,2025-10-23 15:37:35.797,62.94,6,67,"[61, 63, 64, 64, 64, 63, 61, 62, 61, 60, 62, 63, 64, 63, 63, 65, 67]",4,3
aritra,TheFaultInOurStars_042.mp4,2025-10-28 15:50:44.043,75.78,4,80,"[73, 74, 76, 77, 73, 71, 72, 75, 77, 77, 75, 76, 76, 78, 80, 79, 78, 77]",1,1
sayantankuila,TheFaultInOurStars_042.mp4,2025-11-21 12:47:08.488,90.13,1,92,"[91, 90, 90, 89, 89, 90, 91, 91, 90, 90, 90, 90, 89, 90, 92]",4,4
ajaycc17,TheFaultInOurStars_042.mp4,2025-12-09 13:33:04.067,105.58,8,112,"[104, 102, 101, 102, 104, 105, 106, 107, 106, 104, 103, 103, 105, 108, 109, 106, 109, 110, 112]",3,3
debjit2001,TheFaultInOurStars_043.mp4,2025-10-23 15:29:19.555,63.43,-1,66,"[63, 64, 63, 64, 63, 62, 62, 63, 64, 64, 65, 66, 63, 62]",4,3
aritra,TheFaultInOurStars_043.mp4,2025-10-28 13:54:49.472,69.2,6,72,"[64, 67, 68, 71, 70, 69, 70, 71, 72, 70]",4,3
sayantankuila,TheFaultInOurStars_043.mp4,2025-11-21 13:38:03.780,94.35,-1,98,"[94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93]",4,5
ajaycc17,TheFaultInOurStars_043.mp4,2025-12-25 14:07:55.078,93.15,10,98,"[85, 88, 90, 89, 88, 93, 95, 94, 94, 94, 93, 93, 94, 94, 95, 97, 98, 98, 96, 95]",5,3
debjit2001,TheFaultInOurStars_044.mp4,2025-10-15 16:59:34.241,74.16,3,78,"[72, 70, 70, 73, 74, 73, 72, 73, 75, 76, 76, 77, 76, 78, 77, 75, 73, 74, 75]",5,4
Nishant,TheFaultInOurStars_044.mp4,2025-10-17 09:26:04.268,82.67,-5,88,"[86, 86, 85, 85, 84, 85, 84, 82, 79, 77, 78, 79, 80, 86, 88, 84, 81, 80, 84, 82, 81]",4,3
aritra,TheFaultInOurStars_044.mp4,2025-11-06 08:23:58.601,82.78,-6,88,"[83, 81, 82, 83, 85, 87, 88, 88, 87, 86, 85, 83, 82, 81, 79, 77, 76, 77]",3,3
sayantankuila,TheFaultInOurStars_044.mp4,2025-11-21 13:37:53.068,94.5,-2,98,"[96, 94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94]",4,4
ajaycc17,TheFaultInOurStars_044.mp4,2025-12-09 14:14:51.402,100.75,1,106,"[102, 100, 101, 100, 98, 99, 100, 101, 103, 100, 104, 99, 98, 99, 100, 101, 100, 101, 106, 103]",5,4
Nishant,TheFaultInOurStars_045.mp4,2025-10-17 08:22:41.735,82.21,2,85,"[81, 83, 84, 83, 83, 84, 83, 80, 80, 80, 82, 84, 85, 82, 80, 81, 82, 82, 83]",4,3
debjit2001,TheFaultInOurStars_045.mp4,2025-10-23 15:46:45.591,65.05,1,72,"[65, 67, 68, 65, 68, 69, 66, 65, 68, 71, 72, 63, 61, 62, 61, 62, 61, 60, 61, 66]",4,4
aritra,TheFaultInOurStars_045.mp4,2025-10-28 13:50:35.845,66.68,0,71,"[65, 65, 65, 66, 68, 69, 68, 66, 65, 64, 65, 66, 66, 70, 71, 71, 70, 68, 66, 65, 63, 65]",5,2
pranjal123,TheFaultInOurStars_045.mp4,2025-10-29 10:55:58.816,77.94,-2,81,"[79, 77, 76, 78, 80, 81, 80, 80, 78, 77, 76, 75, 76, 77, 79, 78, 79, 77]",5,5
sayantankuila,TheFaultInOurStars_045.mp4,2025-11-20 08:04:49.261,76.68,0,79,"[75, 76, 76, 77, 79, 79, 78, 77, 77, 78, 78, 79, 76, 75, 74, 75, 77, 76, 75]",5,4
ajaycc17,TheFaultInOurStars_045.mp4,2025-12-25 14:03:43.892,95.26,-3,102,"[94, 96, 96, 94, 93, 94, 95, 96, 95, 96, 99, 102, 98, 94, 91, 96, 98, 92, 91]",4,2
Nishant,TheFaultInOurStars_046.mp4,2025-10-17 08:21:39.165,81.72,-1,84,"[81, 79, 80, 81, 84, 82, 81, 80, 81, 81, 81, 83, 84, 83, 83, 84, 83, 80]",4,3
debjit2001,TheFaultInOurStars_046.mp4,2025-10-23 14:52:44.735,69.25,9,77,"[63, 62, 63, 66, 68, 66, 65, 68, 70, 72, 70, 68, 69, 73, 76, 77, 73, 71, 73, 72]",4,3
pranjal123,TheFaultInOurStars_046.mp4,2025-10-29 10:56:26.689,78.26,0,81,"[80, 81, 80, 80, 78, 77, 76, 75, 76, 77, 79, 78, 79, 77, 78, 79, 78, 79, 80]",5,5
aritra,TheFaultInOurStars_046.mp4,2025-11-06 08:38:47.980,80.24,-7,84,"[82, 82, 82, 82, 82, 83, 82, 81, 82, 84, 82, 80, 77, 75, 77, 76, 75]",3,1
sayantankuila,TheFaultInOurStars_046.mp4,2025-11-21 12:32:37.930,94.21,3,96,"[93, 92, 93, 94, 93, 94, 94, 95, 95, 96, 95, 94, 95, 96]",4,4
ajaycc17,TheFaultInOurStars_046.mp4,2025-12-25 12:20:00.552,93.52,-7,99,"[98, 99, 98, 94, 96, 98, 95, 89, 92, 90, 91, 93, 92, 93, 95, 93, 94, 92, 91, 90, 91]",5,2
debjit2001,TheFaultInOurStars_048.mp4,2025-10-23 14:56:26.453,76.0,8,83,"[69, 74, 77, 76, 78, 75, 76, 72, 73, 72, 76, 77, 79, 78, 83, 80, 77]",4,2
pranjal123,TheFaultInOurStars_048.mp4,2025-10-29 10:51:20.335,82.53,0,85,"[81, 82, 83, 85, 84, 84, 83, 84, 83, 82, 81, 82, 82, 81, 81]",5,5
aritra,TheFaultInOurStars_048.mp4,2025-11-06 09:03:32.462,77.43,-10,82,"[81, 80, 79, 80, 80, 80, 79, 77, 75, 73, 73, 72, 72, 74, 80, 82, 82, 82, 79, 75, 71]",5,3
sayantankuila,TheFaultInOurStars_048.mp4,2025-11-21 13:20:05.178,85.53,9,92,"[81, 82, 82, 80, 80, 83, 90, 92, 91, 84, 83, 83, 85, 87, 89, 90, 85, 88, 90]",5,5
ajaycc17,TheFaultInOurStars_048.mp4,2025-12-09 13:52:46.309,101.17,3,105,"[99, 101, 100, 98, 99, 98, 98, 100, 102, 105, 103, 103, 102, 101, 102, 103, 105, 102]",5,4
Nishant,TheFaultInOurStars_049.mp4,2025-10-17 08:54:06.672,83.14,5,87,"[79, 79, 83, 84, 83, 82, 83, 82, 83, 84, 84, 84, 84, 83, 85, 86, 87, 85, 79, 83, 84]",4,4
debjit2001,TheFaultInOurStars_049.mp4,2025-10-22 07:24:52.807,64.0,-2,67,"[60, 61, 62, 62, 64, 65, 65, 66, 66, 67, 66, 67, 66, 66, 65, 66, 64, 60, 58]",5,5
pranjal123,TheFaultInOurStars_049.mp4,2025-10-29 11:37:18.195,76.56,2,80,"[74, 77, 79, 80, 79, 78, 79, 78, 77, 77, 75, 74, 73, 74, 75, 76]",5,5
aritra,TheFaultInOurStars_049.mp4,2025-11-06 10:13:50.363,86.83,-2,90,"[85, 88, 90, 90, 90, 87, 86, 87, 86, 87, 88, 90, 89, 87, 84, 83, 83, 83]",4,3
sayantankuila,TheFaultInOurStars_049.mp4,2025-11-20 08:02:18.986,72.05,12,82,"[69, 68, 70, 72, 68, 67, 69, 70, 75, 76, 74, 70, 70, 72, 71, 70, 69, 69, 74, 82, 79, 81]",4,3
ajaycc17,TheFaultInOurStars_049.mp4,2025-12-09 13:33:52.849,107.2,3,112,"[106, 104, 103, 103, 105, 108, 109, 106, 109, 110, 112, 110, 105, 108, 109, 107, 106, 107, 108, 109]",5,5
debjit2001,TheFaultInOurStars_050.mp4,2025-10-15 17:02:22.993,70.09,4,74,"[69, 71, 72, 70, 67, 68, 70, 71, 70, 70, 72, 74, 72, 68, 65, 67, 70, 69, 68, 72, 74, 73]",5,3
Nishant,TheFaultInOurStars_050.mp4,2025-10-17 08:28:11.780,80.75,-1,87,"[80, 81, 78, 77, 78, 80, 81, 80, 83, 87, 82, 80, 81, 80, 81, 82, 82, 82, 81, 79]",4,4
aritra,TheFaultInOurStars_050.mp4,2025-10-28 13:46:00.411,65.54,1,69,"[65, 66, 64, 65, 63, 63, 66, 65, 65, 67, 69, 68, 66]",5,3
sayantankuila,TheFaultInOurStars_050.mp4,2025-11-21 13:40:03.998,96.33,8,104,"[93, 93, 92, 93, 96, 97, 96, 94, 92, 92, 93, 95, 99, 101, 104, 102, 101, 101]",4,4
ajaycc17,TheFaultInOurStars_050.mp4,2025-12-09 12:52:48.774,101.33,-1,106,"[103, 106, 102, 101, 102, 101, 101, 100, 100, 97, 100, 101, 99, 99, 100, 104, 106, 102]",5,3
Nishant,TheFaultInOurStars_051.mp4,2025-10-17 10:09:16.330,81.69,-1,85,"[81, 80, 82, 84, 83, 84, 83, 84, 85, 84, 83, 81, 78, 77, 78, 80]",4,3
debjit2001,TheFaultInOurStars_051.mp4,2025-10-23 16:01:56.151,68.26,3,73,"[68, 70, 71, 73, 72, 70, 69, 67, 68, 65, 66, 63, 64, 66, 68, 69, 68, 69, 71]",4,3
pranjal123,TheFaultInOurStars_051.mp4,2025-10-29 10:47:06.960,82.07,-3,85,"[85, 84, 83, 82, 83, 83, 82, 81, 80, 81, 81, 82, 81, 81, 82]",5,5
aritra,TheFaultInOurStars_051.mp4,2025-11-06 08:44:18.185,72.94,2,75,"[73, 72, 71, 72, 74, 74, 71, 72, 74, 74, 72, 73, 74, 75, 73, 71, 73, 75]",3,2
ajaycc17,TheFaultInOurStars_051.mp4,2025-11-16 13:35:14.463,86.44,-5,92,"[89, 90, 92, 91, 90, 90, 87, 82, 84, 85, 84, 83, 86, 89, 85, 83, 82, 84]",4,4
sayantankuila,TheFaultInOurStars_051.mp4,2025-11-21 13:29:19.176,93.79,3,97,"[92, 90, 92, 94, 96, 97, 95, 94, 93, 94, 93, 91, 93, 95, 95, 95, 94, 94, 95]",4,5
Nishant,TheFaultInOurStars_052.mp4,2025-10-17 09:17:24.861,79.26,-7,92,"[92, 80, 84, 79, 80, 82, 73, 73, 79, 76, 75, 74, 76, 78, 78, 79, 80, 80, 79, 79, 80, 82, 85]",4,3
debjit2001,TheFaultInOurStars_052.mp4,2025-10-23 14:45:58.310,66.45,-4,69,"[69, 69, 68, 66, 65, 65, 66, 67, 66, 66, 64, 64, 66, 68, 68, 67, 69, 66, 65, 65]",3,3
aritra,TheFaultInOurStars_052.mp4,2025-11-06 08:32:04.299,83.25,-4,87,"[84, 86, 87, 85, 83, 82, 83, 82, 84, 85, 82, 83, 84, 84, 86, 84, 82, 80, 79, 80]",2,2
sayantankuila,TheFaultInOurStars_052.mp4,2025-11-21 13:28:50.297,94.71,-4,100,"[99, 100, 98, 97, 96, 92, 90, 92, 94, 96, 97, 95, 94, 93, 94, 93, 91, 93, 95, 95, 95]",3,4
ajaycc17,TheFaultInOurStars_052.mp4,2025-12-25 12:36:33.082,97.18,10,103,"[92, 93, 94, 92, 93, 93, 95, 97, 99, 97, 98, 103, 102, 101, 100, 101, 102]",3,3
Nishant,TheFaultInOurStars_053.mp4,2025-10-17 08:17:00.308,81.0,-6,87,"[84, 86, 87, 85, 84, 84, 83, 80, 79, 76, 74, 74, 76, 81, 84, 82, 81, 78]",5,4
debjit2001,TheFaultInOurStars_053.mp4,2025-10-23 15:52:51.154,65.9,7,74,"[60, 61, 64, 67, 65, 64, 64, 65, 67, 65, 63, 62, 63, 66, 70, 72, 74, 70, 69, 67]",4,5
aritra,TheFaultInOurStars_053.mp4,2025-10-28 15:21:56.213,78.12,1,81,"[78, 79, 77, 76, 79, 80, 79, 77, 76, 76, 76, 77, 80, 81, 80, 79]",5,5
sayantankuila,TheFaultInOurStars_053.mp4,2025-11-21 12:50:27.893,93.3,1,100,"[91, 90, 91, 92, 91, 90, 95, 97, 98, 100, 99, 98, 97, 95, 89, 90, 91, 89, 91, 92]",4,3
ajaycc17,TheFaultInOurStars_053.mp4,2025-12-25 12:52:41.339,97.44,-4,105,"[100, 101, 101, 105, 103, 101, 100, 100, 100, 99, 95, 91, 90, 91, 93, 93, 95, 96]",5,3
debjit2001,TheFaultInOurStars_054.mp4,2025-10-15 17:18:19.475,67.06,1,75,"[65, 66, 67, 72, 74, 73, 75, 69, 63, 63, 64, 65, 65, 62, 64, 66, 68, 66]",4,5
Nishant,TheFaultInOurStars_054.mp4,2025-10-17 08:55:42.711,81.91,-8,87,"[87, 85, 79, 83, 84, 85, 81, 84, 82, 83, 82, 83, 85, 82, 82, 80, 78, 80, 81, 79, 78, 79]",4,3
aritra,TheFaultInOurStars_054.mp4,2025-10-28 14:00:18.424,62.83,-6,67,"[67, 65, 64, 63, 62, 61, 63, 65, 65, 63, 62, 61, 62, 61, 63, 62, 61, 61]",5,5
pranjal123,TheFaultInOurStars_054.mp4,2025-10-29 10:59:31.970,78.06,0,80,"[79, 80, 79, 78, 77, 77, 77, 76, 77, 78, 78, 77, 79, 78, 77, 79, 80, 79]",5,5
sayantankuila,TheFaultInOurStars_054.mp4,2025-11-21 12:52:08.971,92.65,1,97,"[89, 91, 92, 93, 94, 93, 95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90]",4,5
ajaycc17,TheFaultInOurStars_054.mp4,2025-12-09 14:08:31.868,102.33,2,106,"[102, 103, 103, 101, 102, 103, 105, 106, 103, 101, 102, 104, 100, 98, 100, 101, 102, 103, 102, 104, 104]",4,5
Nishant,TheFaultInOurStars_055.mp4,2025-10-17 09:37:14.531,86.89,-3,92,"[85, 87, 92, 91, 92, 92, 91, 92, 92, 90, 83, 80, 79, 83, 86, 84, 83, 82]",4,3
debjit2001,TheFaultInOurStars_055.mp4,2025-10-23 14:50:08.168,66.33,-4,73,"[66, 69, 67, 66, 68, 70, 71, 73, 70, 63, 65, 68, 66, 64, 63, 61, 62, 62]",4,4
aritra,TheFaultInOurStars_055.mp4,2025-10-28 15:21:18.710,77.5,-2,80,"[78, 75, 77, 78, 78, 79, 77, 76, 79, 80, 79, 77, 76, 76]",4,5
sayantankuila,TheFaultInOurStars_055.mp4,2025-11-21 13:37:19.252,94.42,3,98,"[95, 95, 96, 98, 98, 96, 94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98]",5,5
ajaycc17,TheFaultInOurStars_055.mp4,2025-12-25 13:35:47.370,93.11,-1,96,"[94, 96, 93, 94, 94, 93, 93, 91, 90, 89, 90, 94, 96, 95, 94, 95, 93, 92, 93]",4,4
debjit2001,TheFaultInOurStars_056.mp4,2025-10-22 07:20:30.359,61.79,1,70,"[59, 60, 59, 58, 61, 63, 62, 60, 59, 58, 58, 60, 65, 68, 70, 69, 63, 62, 60]",4,5
pranjal123,TheFaultInOurStars_056.mp4,2025-10-29 11:26:59.781,71.18,0,75,"[74, 74, 75, 74, 73, 72, 71, 69, 68, 70, 69, 68, 68, 68, 70, 73, 74]",5,4
aritra,TheFaultInOurStars_056.mp4,2025-11-06 10:21:54.943,76.15,-7,82,"[82, 78, 77, 77, 76, 76, 77, 77, 76, 74, 75, 75, 76, 75, 74, 75, 76, 77, 75, 75]",4,1
sayantankuila,TheFaultInOurStars_056.mp4,2025-11-20 08:08:21.265,75.59,1,83,"[76, 77, 79, 81, 83, 79, 76, 74, 73, 72, 70, 71, 72, 74, 75, 76, 77]",5,5
ajaycc17,TheFaultInOurStars_056.mp4,2025-12-09 12:58:52.039,100.75,-3,105,"[103, 104, 102, 103, 105, 102, 101, 100, 101, 100, 98, 97, 98, 99, 99, 100]",5,3
debjit2001,TheFaultInOurStars_057.mp4,2025-10-22 07:28:31.490,66.05,7,73,"[63, 65, 68, 66, 65, 64, 61, 59, 60, 60, 60, 61, 67, 71, 73, 71, 72, 73, 72, 70]",4,5
aritra,TheFaultInOurStars_057.mp4,2025-11-06 10:27:50.743,75.29,-10,84,"[84, 83, 80, 78, 77, 74, 72, 72, 71, 72, 72, 73, 74, 73, 76, 75, 74]",4,4
sayantankuila,TheFaultInOurStars_057.mp4,2025-11-21 13:28:11.809,95.17,-11,105,"[105, 103, 96, 90, 89, 88, 93, 98, 99, 100, 98, 97, 96, 92, 90, 92, 94, 96, 97, 95, 94, 93, 94]",4,5
ajaycc17,TheFaultInOurStars_057.mp4,2025-12-09 12:33:22.778,108.15,0,111,"[108, 109, 108, 107, 105, 107, 108, 109, 110, 108, 106, 106, 108, 110, 111, 111, 110, 108, 106, 108]",5,3
Nishant,TheFaultInOurStars_058.mp4,2025-10-17 08:39:23.882,83.33,0,89,"[80, 81, 84, 85, 86, 85, 87, 89, 87, 89, 86, 85, 83, 82, 80, 82, 80, 79, 80, 80, 80]",4,5
debjit2001,TheFaultInOurStars_058.mp4,2025-10-23 14:59:50.404,72.89,-3,79,"[72, 77, 78, 79, 77, 75, 72, 71, 72, 71, 70, 74, 76, 71, 68, 70, 72, 71, 69]",3,3
aritra,TheFaultInOurStars_058.mp4,2025-11-06 08:29:50.275,82.94,0,87,"[81, 83, 84, 84, 83, 84, 86, 87, 86, 84, 84, 82, 80, 79, 80, 82, 81]",3,1
sayantankuila,TheFaultInOurStars_058.mp4,2025-11-21 13:35:54.011,96.88,-1,99,"[99, 97, 97, 97, 96, 96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98, 98]",5,5
ajaycc17,TheFaultInOurStars_058.mp4,2025-12-09 13:23:34.012,103.11,-5,106,"[105, 104, 103, 102, 100, 99, 102, 103, 104, 105, 106, 103, 104, 102, 105, 106, 103, 100]",4,3
debjit2001,TheFaultInOurStars_059.mp4,2025-10-15 16:57:11.940,71.29,7,75,"[68, 65, 68, 70, 71, 72, 73, 72, 70, 70, 70, 71, 73, 73, 73, 74, 75, 71, 70, 73, 75]",4,2
Nishant,TheFaultInOurStars_059.mp4,2025-10-17 09:58:43.411,81.59,0,85,"[80, 80, 78, 78, 79, 79, 81, 83, 84, 83, 83, 84, 85, 84, 85, 81, 80]",3,3
aritra,TheFaultInOurStars_059.mp4,2025-11-06 10:42:29.809,74.68,-8,82,"[81, 82, 82, 81, 78, 75, 70, 69, 70, 71, 70, 71, 74, 72, 72, 75, 77, 76, 73]",2,2
sayantankuila,TheFaultInOurStars_059.mp4,2025-11-21 13:39:37.751,94.31,2,99,"[97, 94, 93, 93, 93, 92, 93, 96, 97, 96, 94, 92, 92, 93, 95, 99]",3,2
ajaycc17,TheFaultInOurStars_059.mp4,2025-12-09 13:50:20.715,102.71,7,107,"[97, 98, 98, 99, 101, 103, 107, 105, 104, 104, 103, 104, 105, 106, 105, 101, 99, 103, 106, 105, 104]",5,4
Nishant,TheFaultInOurStars_060.mp4,2025-10-17 09:02:37.281,82.72,-6,86,"[86, 85, 83, 83, 82, 82, 81, 81, 83, 84, 84, 86, 85, 84, 80, 81, 79, 80]",3,2
debjit2001,TheFaultInOurStars_060.mp4,2025-10-23 15:05:16.339,66.32,2,74,"[63, 64, 62, 63, 61, 61, 60, 63, 70, 72, 72, 67, 70, 74, 73, 70, 66, 64, 65]",3,1
aritra,TheFaultInOurStars_060.mp4,2025-10-28 13:51:53.288,64.0,-11,71,"[71, 70, 68, 66, 65, 63, 65, 64, 63, 61, 64, 65, 64, 61, 59, 59, 60]",1,1
pranjal123,TheFaultInOurStars_060.mp4,2025-10-29 10:50:07.200,81.71,0,85,"[84, 83, 82, 82, 80, 79, 78, 80, 81, 81, 82, 83, 85, 84]",2,2
sayantankuila,TheFaultInOurStars_060.mp4,2025-11-21 13:17:18.941,84.58,12,93,"[81, 80, 80, 81, 82, 83, 82, 84, 86, 87, 86, 84, 83, 84, 85, 86, 88, 92, 93]",4,2
ajaycc17,TheFaultInOurStars_060.mp4,2025-12-09 13:31:57.419,103.9,8,107,"[99, 100, 101, 100, 104, 105, 106, 105, 107, 106, 107, 106, 105, 104, 102, 101, 102, 104, 105, 106, 107]",1,2
debjit2001,TheFaultInOurStars_061.mp4,2025-10-15 17:21:48.019,66.27,3,72,"[65, 64, 65, 66, 68, 70, 72, 69, 64, 64, 67, 68, 69, 70, 68, 66, 64, 62, 62, 62, 65, 68]",2,2
aritra,TheFaultInOurStars_061.mp4,2025-11-06 10:20:20.344,80.4,0,89,"[76, 76, 76, 78, 77, 78, 80, 81, 80, 81, 85, 88, 89, 88, 85, 82, 78, 77, 77, 76]",1,1
sayantankuila,TheFaultInOurStars_061.mp4,2025-11-21 12:50:40.272,93.57,2,100,"[91, 92, 91, 90, 95, 97, 98, 100, 99, 98, 97, 95, 89, 90, 91, 89, 91, 92, 93, 94, 93]",1,2
ajaycc17,TheFaultInOurStars_061.mp4,2025-12-25 12:37:38.018,98.37,-2,103,"[97, 98, 103, 102, 101, 100, 101, 102, 103, 98, 95, 99, 98, 98, 97, 94, 93, 95, 95]",1,1
Nishant,TheFaultInOurStars_062.mp4,2025-10-17 09:20:31.175,82.82,-9,109,"[89, 97, 104, 109, 94, 87, 81, 76, 75, 75, 78, 78, 76, 77, 78, 78, 77, 77, 79, 78, 79, 80]",3,2
debjit2001,TheFaultInOurStars_062.mp4,2025-10-23 14:53:31.638,71.7,2,77,"[68, 70, 72, 70, 68, 69, 73, 76, 77, 73, 71, 73, 72, 71, 73, 72, 73, 72, 71, 70]",4,2
aritra,TheFaultInOurStars_062.mp4,2025-10-28 15:43:34.954,75.8,-3,79,"[76, 76, 77, 79, 78, 77, 76, 76, 78, 78, 75, 73, 72, 73, 73]",4,1
pranjal123,TheFaultInOurStars_062.mp4,2025-10-29 11:07:02.835,83.53,1,89,"[76, 80, 82, 83, 85, 87, 89, 88, 89, 86, 85, 85, 84, 84, 83, 82, 82, 80, 77]",2,1
ajaycc17,TheFaultInOurStars_062.mp4,2025-11-16 13:26:12.716,87.95,-6,91,"[90, 90, 91, 90, 90, 88, 90, 89, 88, 87, 86, 87, 88, 89, 88, 87, 86, 87, 84, 84]",4,3
sayantankuila,TheFaultInOurStars_062.mp4,2025-11-21 12:52:51.915,92.53,-1,97,"[95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90, 89, 90, 92, 93, 94, 94]",1,1
Nishant,TheFaultInOurStars_063.mp4,2025-10-17 08:45:52.055,84.4,-1,88,"[82, 81, 81, 82, 85, 85, 87, 86, 85, 86, 87, 88, 87, 86, 85, 86, 86, 83, 79, 81]",3,2
debjit2001,TheFaultInOurStars_063.mp4,2025-10-23 16:02:24.410,68.05,-6,74,"[70, 69, 67, 68, 65, 66, 63, 64, 66, 68, 69, 68, 69, 71, 73, 74, 70, 69, 64]",3,1
aritra,TheFaultInOurStars_063.mp4,2025-10-28 15:14:40.170,83.61,-6,88,"[85, 85, 86, 88, 86, 84, 86, 87, 86, 85, 82, 80, 81, 80, 81, 83, 81, 79]",3,2
sayantankuila,TheFaultInOurStars_063.mp4,2025-11-20 07:56:48.266,79.29,4,84,"[76, 78, 80, 80, 78, 78, 78, 79, 77, 78, 78, 78, 80, 83, 84, 83, 80]",5,4
