participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal,V_Cognitive_Alignment,V_Emotional_Resonance,V_Avg_Drift,A_Cognitive_Alignment,A_Emotional_Resonance,A_Avg_Drift,movie_name
aritra,TheFaultInOurStars_044.mp4,2025-11-06 08:23:58.601,80.35,11,89,"[78, 80, 82, 80, 77, 75, 75, 76, 80, 84, 85, 81, 77, 77, 79, 80, 79, 79, 82, 83, 84, 86, 89]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_044.mp4,2025-11-21 13:37:53.068,95.59,9,104,"[93, 93, 93, 92, 93, 96, 97, 96, 94, 92, 92, 93, 95, 99, 101, 104, 102]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_044.mp4,2025-12-09 14:14:51.402,100.06,3,104,"[96, 97, 100, 102, 101, 101, 102, 101, 104, 103, 101, 100, 99, 97, 98, 99]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_045.mp4,2025-10-17 08:22:41.735,81.6,3,85,"[82, 83, 81, 80, 79, 80, 81, 82, 84, 83, 79, 80, 81, 84, 85]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_045.mp4,2025-10-23 15:46:45.591,65.88,2,71,"[64, 63, 62, 65, 64, 65, 66, 64, 69, 71, 68, 67, 68, 66, 66, 66, 66]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_045.mp4,2025-10-28 13:50:35.845,61.91,-3,65,"[64, 63, 61, 64, 65, 64, 61, 59, 59, 60, 61]",5,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_045.mp4,2025-10-29 10:55:58.816,78.87,1,80,"[78, 79, 78, 79, 80, 78, 78, 79, 80, 79, 78, 79, 79, 80, 79]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_045.mp4,2025-11-20 08:04:49.261,76.35,7,81,"[74, 74, 74, 75, 78, 80, 76, 74, 75, 77, 77, 76, 75, 76, 77, 79, 81]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_045.mp4,2025-12-25 14:03:43.892,95.86,-7,100,"[93, 95, 95, 94, 95, 96, 98, 99, 97, 96, 96, 95, 94, 94, 95, 99, 98, 99, 100, 99, 86]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_046.mp4,2025-10-17 08:21:39.165,81.5,1,85,"[80, 80, 82, 84, 85, 82, 80, 81, 82, 82, 83, 82, 83, 81, 80, 79, 80, 81]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_046.mp4,2025-10-23 14:52:44.735,72.24,-2,75,"[71, 73, 72, 73, 72, 71, 70, 72, 73, 75, 73, 74, 75, 72, 72, 71, 69]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_046.mp4,2025-10-29 10:56:26.689,78.27,-2,80,"[78, 78, 79, 80, 79, 78, 79, 79, 80, 79, 78, 77, 77, 77, 76]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_046.mp4,2025-11-06 08:38:47.980,81.63,1,91,"[77, 79, 79, 77, 77, 77, 78, 80, 82, 82, 83, 85, 87, 88, 91, 89, 83, 79, 78]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_046.mp4,2025-11-21 12:32:37.930,95.31,0,98,"[96, 95, 95, 94, 93, 92, 93, 94, 96, 96, 96, 97, 97, 98, 97, 96]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_046.mp4,2025-12-25 12:20:00.552,94.4,0,101,"[93, 96, 99, 101, 96, 94, 93, 95, 97, 95, 94, 94, 93, 89, 93, 95, 93, 92, 93, 93]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_048.mp4,2025-10-23 14:56:26.453,71.62,-3,79,"[75, 74, 73, 70, 71, 72, 71, 69, 65, 64, 65, 66, 70, 69, 72, 77, 78, 79, 77, 75, 72]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_048.mp4,2025-10-29 10:51:20.335,79.5,-2,82,"[81, 82, 81, 80, 79, 78, 79, 80, 80, 79, 78, 78, 79, 79]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_048.mp4,2025-11-06 09:03:32.462,73.89,-1,77,"[73, 74, 73, 72, 71, 71, 72, 73, 74, 76, 77, 76, 76, 75, 75, 76, 75, 73, 72]",5,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_048.mp4,2025-11-21 13:20:05.178,88.67,2,92,"[90, 87, 88, 89, 88, 87, 87, 88, 88, 89, 90, 91, 90, 87, 88, 88, 87, 88, 89, 91, 92]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_048.mp4,2025-12-09 13:52:46.309,107.14,10,113,"[103, 106, 107, 105, 107, 109, 108, 109, 109, 106, 102, 102, 105, 106, 108, 109, 106, 107, 111, 112, 113]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_049.mp4,2025-10-17 08:54:06.672,82.0,-4,86,"[85, 81, 84, 82, 83, 82, 83, 85, 82, 82, 80, 78, 80, 81, 79, 78, 79, 84, 86, 85, 84, 81]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_049.mp4,2025-10-22 07:24:52.807,61.47,8,68,"[58, 59, 61, 62, 59, 58, 58, 59, 62, 64, 62, 61, 60, 63, 65, 68, 66]",5,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_049.mp4,2025-10-29 11:37:18.195,77.94,5,82,"[76, 76, 75, 75, 77, 80, 81, 82, 81, 80, 78, 76, 76, 77, 77, 77, 78, 81]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_049.mp4,2025-11-06 10:13:50.363,84.05,1,87,"[83, 84, 84, 86, 85, 84, 84, 84, 85, 84, 83, 82, 83, 85, 86, 87, 85, 82, 83, 82, 84]",4,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_049.mp4,2025-11-20 08:02:18.986,77.58,-3,80,"[79, 77, 78, 80, 79, 76, 75, 76, 76, 77, 79, 79, 78, 77, 77, 78, 78, 79, 76]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_049.mp4,2025-12-09 13:33:52.849,106.95,-3,111,"[111, 111, 108, 109, 109, 107, 104, 105, 105, 104, 106, 105, 106, 107, 108, 106, 107, 105, 108, 107, 108]",5,5,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_050.mp4,2025-10-15 17:02:22.993,73.76,2,82,"[71, 68, 67, 68, 69, 70, 71, 71, 72, 74, 78, 79, 82, 82, 81, 78, 73]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_050.mp4,2025-10-17 08:28:11.780,81.38,0,83,"[81, 82, 82, 82, 83, 82, 81, 81, 82, 83, 83, 82, 79, 78, 80, 81]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_050.mp4,2025-10-28 13:46:00.411,67.24,1,71,"[66, 67, 68, 69, 67, 65, 64, 65, 67, 70, 71, 67, 67, 68, 68, 67, 67]",5,3,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_050.mp4,2025-11-21 13:40:03.998,97.47,0,100,"[99, 98, 96, 96, 97, 99, 98, 97, 97, 96, 98, 98, 97, 100, 98, 94, 99]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_050.mp4,2025-12-09 12:52:48.774,103.45,0,108,"[103, 104, 106, 107, 108, 102, 100, 102, 102, 103, 107, 104, 103, 101, 101, 102, 104, 105, 104, 103, 102, 103]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_051.mp4,2025-10-17 10:09:16.330,81.25,-1,84,"[81, 80, 79, 80, 81, 84, 83, 81, 80, 82, 83, 82, 80, 82, 81, 82, 81, 80, 83, 80]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_051.mp4,2025-10-23 16:01:56.151,63.94,-9,74,"[73, 74, 70, 69, 64, 62, 58, 58, 60, 62, 63, 61, 61, 63, 61, 64]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_051.mp4,2025-10-29 10:47:06.960,81.64,-3,84,"[82, 81, 81, 79, 81, 82, 83, 84, 84, 83, 82, 82, 80, 79]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_051.mp4,2025-11-06 08:44:18.185,77.63,3,84,"[75, 75, 76, 76, 78, 79, 78, 77, 75, 75, 76, 76, 76, 78, 81, 84, 82, 80, 78]",3,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_051.mp4,2025-11-16 13:35:14.463,84.45,1,94,"[85, 86, 85, 82, 83, 84, 84, 80, 78, 77, 78, 82, 85, 85, 84, 88, 91, 94, 92, 86]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_051.mp4,2025-11-21 13:29:19.176,94.27,1,96,"[94, 94, 95, 96, 94, 93, 92, 93, 94, 95, 95, 95, 94, 95, 95]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
Nishant,TheFaultInOurStars_052.mp4,2025-10-17 09:17:24.861,87.21,-11,109,"[86, 85, 85, 87, 86, 88, 86, 88, 84, 83, 85, 86, 89, 88, 89, 97, 104, 109, 94, 87, 81, 76, 75, 75]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_052.mp4,2025-10-23 14:45:58.310,65.87,-3,69,"[66, 68, 69, 68, 69, 66, 67, 67, 64, 63, 64, 65, 64, 65, 63]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_052.mp4,2025-11-06 08:32:04.299,81.53,3,86,"[79, 80, 81, 80, 81, 82, 81, 80, 81, 82, 85, 86, 82, 81, 82]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_052.mp4,2025-11-21 13:28:50.297,94.19,0,96,"[94, 94, 95, 94, 94, 95, 96, 94, 93, 92, 93, 94, 95, 95, 95, 94]",3,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_052.mp4,2025-12-25 12:36:33.082,97.79,-4,103,"[103, 98, 95, 99, 98, 98, 97, 94, 93, 95, 95, 96, 97, 98, 99, 101, 102, 101, 99]",3,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_053.mp4,2025-10-17 08:17:00.308,80.55,6,89,"[79, 82, 85, 86, 89, 86, 82, 79, 82, 81, 77, 76, 77, 78, 76, 76, 77, 77, 81, 85]",5,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_053.mp4,2025-10-23 15:52:51.154,68.37,3,72,"[69, 67, 66, 64, 66, 65, 65, 66, 67, 71, 72, 71, 70, 68, 70, 69, 70, 71, 72]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_053.mp4,2025-10-28 15:21:56.213,77.25,-3,81,"[78, 78, 78, 77, 77, 77, 76, 76, 76, 77, 79, 81, 80, 77, 74, 75]",5,5,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_053.mp4,2025-11-21 12:50:27.893,92.6,-1,97,"[93, 94, 93, 95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90, 89, 90, 92]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_053.mp4,2025-12-25 12:52:41.339,96.39,-5,100,"[97, 97, 93, 94, 96, 96, 97, 99, 98, 97, 96, 97, 95, 99, 100, 97, 95, 92]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_054.mp4,2025-10-15 17:18:19.475,68.21,3,76,"[67, 73, 76, 76, 69, 67, 66, 69, 71, 70, 67, 63, 64, 65, 64, 65, 66, 68, 70]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_054.mp4,2025-10-17 08:55:42.711,81.68,-2,86,"[84, 86, 85, 84, 81, 80, 82, 84, 85, 81, 81, 79, 80, 81, 80, 79, 77, 81, 82]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_054.mp4,2025-10-28 14:00:18.424,66.83,3,73,"[62, 63, 64, 64, 64, 66, 71, 72, 73, 71, 69, 70, 69, 66, 65, 64, 65, 65]",5,5,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_054.mp4,2025-10-29 10:59:31.970,78.73,1,80,"[79, 78, 79, 78, 79, 79, 80, 79, 79, 78, 77, 78, 79, 79, 80]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_054.mp4,2025-11-21 12:52:08.971,92.47,4,95,"[89, 90, 92, 93, 94, 94, 93, 93, 94, 95, 91, 92, 90, 92, 93, 94, 93]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_054.mp4,2025-12-09 14:08:31.868,101.84,10,108,"[97, 87, 90, 101, 106, 108, 107, 104, 102, 100, 100, 102, 104, 105, 103, 104, 104, 104, 107]",4,5,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_055.mp4,2025-10-17 09:37:14.531,82.33,3,92,"[80, 82, 84, 82, 79, 81, 84, 91, 92, 87, 84, 77, 76, 78, 79, 81, 82, 83]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_055.mp4,2025-10-23 14:50:08.168,66.56,10,73,"[63, 64, 64, 64, 63, 62, 63, 66, 68, 66, 65, 68, 70, 72, 70, 68, 69, 73]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_055.mp4,2025-10-28 15:21:18.710,77.76,3,81,"[76, 77, 80, 81, 80, 79, 78, 78, 78, 77, 77, 77, 76, 76, 76, 77, 79]",4,5,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_055.mp4,2025-11-21 13:37:19.252,94.81,-5,98,"[97, 96, 96, 98, 97, 94, 93, 93, 93, 92, 93, 96, 97, 96, 94, 92]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_055.mp4,2025-12-25 13:35:47.370,98.53,6,104,"[94, 95, 95, 94, 96, 104, 103, 104, 103, 102, 101, 99, 97, 96, 95, 97, 100]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_056.mp4,2025-10-22 07:20:30.359,61.47,-4,65,"[65, 60, 58, 59, 61, 64, 64, 63, 62, 61, 63, 64, 62, 58, 59, 61, 61]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_056.mp4,2025-10-29 11:26:59.781,74.21,6,77,"[71, 70, 71, 73, 75, 74, 75, 74, 73, 75, 76, 77, 75, 74, 74, 74, 75, 77, 77]",5,4,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_056.mp4,2025-11-06 10:21:54.943,82.15,6,90,"[75, 77, 78, 78, 78, 78, 80, 83, 85, 88, 90, 89, 90, 87, 83, 81, 79, 81, 82, 81]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_056.mp4,2025-11-20 08:08:21.265,78.0,1,85,"[77, 77, 76, 75, 74, 73, 75, 77, 79, 84, 85, 82, 80, 78]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_056.mp4,2025-12-09 12:58:52.039,104.56,6,107,"[101, 105, 105, 104, 106, 106, 107, 107, 105, 103, 105, 103, 102, 102, 103, 105, 106, 107]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_057.mp4,2025-10-22 07:28:31.490,61.21,-1,68,"[68, 66, 64, 60, 59, 60, 61, 62, 59, 58, 58, 57, 56, 57, 61, 63, 63, 64, 67]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_057.mp4,2025-11-06 10:27:50.743,77.53,4,82,"[74, 72, 71, 73, 77, 78, 78, 78, 79, 81, 80, 80, 82, 82, 78]",4,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_057.mp4,2025-11-21 13:28:11.809,93.94,-1,96,"[93, 91, 93, 95, 95, 95, 94, 94, 95, 94, 94, 95, 96, 94, 93, 92]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_057.mp4,2025-12-09 12:33:22.778,106.12,0,108,"[105, 106, 105, 106, 105, 104, 106, 107, 108, 108, 107, 106, 106, 107, 107, 106, 105]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_058.mp4,2025-10-17 08:39:23.882,82.35,3,85,"[79, 80, 81, 82, 84, 83, 85, 83, 83, 80, 81, 85, 84, 82, 83, 83, 82]",4,5,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_058.mp4,2025-10-23 14:59:50.404,67.76,10,75,"[65, 68, 69, 64, 66, 69, 66, 67, 65, 64, 64, 66, 68, 70, 72, 74, 75]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_058.mp4,2025-11-06 08:29:50.275,83.33,-3,87,"[82, 83, 84, 86, 87, 85, 83, 82, 83, 82, 84, 85, 82, 83, 84, 84, 86, 84, 82, 80, 79]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_058.mp4,2025-11-21 13:35:54.011,94.5,-2,98,"[96, 94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_058.mp4,2025-12-09 13:23:34.012,102.11,2,104,"[101, 102, 103, 102, 102, 101, 101, 102, 103, 104, 102, 101, 102, 103, 103, 102, 101, 103]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_059.mp4,2025-10-15 16:57:11.940,73.56,4,78,"[74, 72, 70, 73, 72, 70, 70, 73, 74, 73, 72, 73, 75, 76, 76, 77, 76, 78]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_059.mp4,2025-10-17 09:58:43.411,78.53,1,82,"[79, 78, 76, 75, 75, 76, 77, 78, 79, 80, 79, 79, 80, 81, 82, 81, 80]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_059.mp4,2025-11-06 10:42:29.809,76.22,5,83,"[72, 72, 73, 76, 79, 83, 81, 78, 74, 72, 70, 73, 78, 77, 79, 80, 78, 77]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_059.mp4,2025-11-21 13:39:37.751,98.71,-3,104,"[101, 104, 102, 101, 101, 99, 98, 96, 96, 97, 99, 98, 97, 97, 96, 98, 98]",3,2,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_059.mp4,2025-12-09 13:50:20.715,100.26,0,105,"[102, 98, 100, 94, 99, 101, 100, 98, 99, 98, 98, 100, 102, 105, 103, 103, 102, 101, 102]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_060.mp4,2025-10-17 09:02:37.281,80.33,-5,87,"[82, 83, 84, 86, 87, 84, 83, 79, 75, 76, 78, 79, 79, 79, 78, 79, 78, 77]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_060.mp4,2025-10-23 15:05:16.339,64.48,-1,70,"[67, 70, 65, 61, 60, 59, 61, 64, 68, 66, 63, 63, 64, 63, 66, 64, 63, 66, 68, 67, 66]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_060.mp4,2025-10-28 13:51:53.288,63.5,6,67,"[61, 62, 64, 67]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_060.mp4,2025-10-29 10:50:07.200,81.5,-6,84,"[84, 83, 84, 83, 82, 81, 82, 82, 81, 81, 81, 82, 81, 80, 79, 78]",2,2,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_060.mp4,2025-11-21 13:17:18.941,83.7,-6,92,"[89, 88, 83, 82, 83, 82, 82, 79, 78, 81, 82, 82, 80, 80, 83, 90, 92, 91, 84, 83]",4,2,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_060.mp4,2025-12-09 13:31:57.419,107.38,5,112,"[106, 104, 103, 103, 105, 108, 109, 106, 109, 110, 112, 110, 105, 108, 109, 107, 106, 107, 108, 109, 111]",1,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_061.mp4,2025-10-15 17:21:48.019,66.53,-2,71,"[69, 69, 71, 68, 69, 66, 63, 62, 62, 63, 65, 67, 66, 66, 68, 69, 68, 66, 67]",2,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_061.mp4,2025-11-06 10:20:20.344,75.95,2,78,"[76, 77, 77, 76, 74, 75, 75, 76, 75, 74, 75, 76, 77, 75, 75, 75, 77, 78, 78, 78]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_061.mp4,2025-11-21 12:50:40.272,92.58,-1,97,"[95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90, 89, 90, 92, 93, 94]",1,2,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_061.mp4,2025-12-25 12:37:38.018,97.7,-1,102,"[96, 97, 98, 99, 101, 102, 101, 99, 97, 98, 96, 97, 97, 98, 97, 98, 99, 96, 93, 95]",1,1,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_062.mp4,2025-10-17 09:20:31.175,80.63,-3,84,"[82, 81, 83, 84, 82, 81, 83, 84, 81, 79, 78, 79, 77, 78, 78, 83, 80, 80, 79]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_062.mp4,2025-10-23 14:53:31.638,73.76,0,78,"[72, 73, 75, 73, 74, 75, 72, 72, 71, 69, 74, 77, 76, 78, 75, 76, 72]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_062.mp4,2025-10-28 15:43:34.954,74.41,3,78,"[75, 74, 73, 74, 76, 75, 74, 73, 72, 72, 73, 74, 75, 75, 75, 77, 78]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_062.mp4,2025-10-29 11:07:02.835,77.82,-2,84,"[77, 77, 78, 79, 83, 84, 79, 77, 80, 79, 77, 76, 73, 74, 77, 78, 75]",2,1,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_062.mp4,2025-11-16 13:26:12.716,80.53,-3,83,"[82, 81, 79, 78, 77, 78, 79, 79, 80, 82, 83, 83, 83, 82, 82, 82, 81, 80, 79]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_062.mp4,2025-11-21 12:52:51.915,92.65,0,95,"[93, 93, 94, 95, 91, 92, 90, 92, 93, 94, 93, 92, 91, 92, 93, 94, 93]",1,1,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
Nishant,TheFaultInOurStars_063.mp4,2025-10-17 08:45:52.055,79.94,-5,86,"[83, 85, 86, 82, 82, 78, 76, 76, 75, 76, 79, 82, 83, 82, 79, 77, 78]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_063.mp4,2025-10-23 16:02:24.410,62.53,4,67,"[62, 58, 58, 60, 62, 63, 61, 61, 63, 61, 64, 67, 66, 64, 63, 64, 66]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_063.mp4,2025-10-28 15:14:40.170,77.55,-2,83,"[78, 80, 81, 79, 77, 76, 75, 74, 74, 75, 76, 80, 82, 83, 81, 78, 76, 75, 75, 76]",3,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_063.mp4,2025-11-20 07:56:48.266,78.83,-2,83,"[79, 79, 80, 79, 79, 80, 81, 80, 83, 81, 80, 80, 77, 76, 75, 76, 77, 77]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
